QSPRID,SMILES,Molecule Name,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro),QSPRID,pIC50 (MERS-CoV Mpro)_original,Split_IsTrain,predicted MERS
MultiTaskTutorialDataset_226,O=C(Cc1cncc2ccccc12)N1CCc2sccc2[C@H]1c1ccccc1,ASAP-0032122,Test,5.2,5.65,MultiTaskTutorialDataset_226,5.2,True,4.728843691290564
MultiTaskTutorialDataset_227,O=C(Cc1cncc2ccccc12)N1CCc2sccc2[C@H]1c1ccccc1,ASAP-0032123,Test,5.59,7.01,MultiTaskTutorialDataset_227,5.59,True,4.728843691290564
MultiTaskTutorialDataset_228,CC(C)c1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1,ASAP-0032153,Test,5.59,4.82,MultiTaskTutorialDataset_228,5.59,True,4.626299735160775
MultiTaskTutorialDataset_229,COC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032154,Test,3.98,4.09,MultiTaskTutorialDataset_229,3.98,True,4.578013360921897
MultiTaskTutorialDataset_230,COC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032155,Test,4.54,4.44,MultiTaskTutorialDataset_230,4.54,True,4.578013360921897
MultiTaskTutorialDataset_231,O=C(Cc1cncc2ccccc12)N1CCC[C@H](CF)C1,ASAP-0032158,Test,3.84,4.53,MultiTaskTutorialDataset_231,3.84,True,4.66254365467795
MultiTaskTutorialDataset_232,O=C(Cc1cncc2ccccc12)N1CCC[C@H](CF)C1,ASAP-0032159,Test,4.46,,MultiTaskTutorialDataset_232,4.46,True,4.66254365467795
MultiTaskTutorialDataset_233,CCc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)on1,ASAP-0032161,Test,4.5,4.54,MultiTaskTutorialDataset_233,4.5,True,4.665723623643151
MultiTaskTutorialDataset_234,COCC1(CC2CC2)CCN(C(=O)Cc2cncc3ccccc23)CC1,ASAP-0032167,Test,4.31,4.92,MultiTaskTutorialDataset_234,4.31,False,4.556988222395099
MultiTaskTutorialDataset_235,Cc1cccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)c1C,ASAP-0032168,Test,5.82,5.36,MultiTaskTutorialDataset_235,5.82,True,4.670704636944514
MultiTaskTutorialDataset_236,COC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032174,Test,4.26,4.14,MultiTaskTutorialDataset_236,4.26,True,4.572818525540706
MultiTaskTutorialDataset_237,COC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032175,Test,4.27,,MultiTaskTutorialDataset_237,4.27,True,4.572818525540706
MultiTaskTutorialDataset_238,COCc1cccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)c1,ASAP-0032180,Test,5.07,5.06,MultiTaskTutorialDataset_238,5.07,True,4.635741291213845
MultiTaskTutorialDataset_239,C#Cc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1,ASAP-0032181,Test,5.66,4.85,MultiTaskTutorialDataset_239,5.66,True,4.650296849752165
MultiTaskTutorialDataset_240,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccccc1F,ASAP-0032183,Test,5.17,5.19,MultiTaskTutorialDataset_240,5.17,True,4.5635067920830705
MultiTaskTutorialDataset_241,O=C(Cc1cncc2ccccc12)N1CCC[C@H](CCF)C1,ASAP-0032184,Test,4.06,5.16,MultiTaskTutorialDataset_241,4.06,True,4.689500702895966
MultiTaskTutorialDataset_242,O=C(Cc1cncc2ccccc12)N1CCC[C@H](CCF)C1,ASAP-0032185,Test,4.63,4.36,MultiTaskTutorialDataset_242,4.63,True,4.689500702895966
MultiTaskTutorialDataset_243,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(F)cc1F,ASAP-0032189,Test,5.0,5.26,MultiTaskTutorialDataset_243,5.0,True,4.584003167150185
MultiTaskTutorialDataset_244,Cc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)on1,ASAP-0032194,Test,4.35,4.49,MultiTaskTutorialDataset_244,4.35,True,4.685312439809904
MultiTaskTutorialDataset_245,COc1ccccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032201,Test,5.05,4.98,MultiTaskTutorialDataset_245,5.05,True,4.812632367149706
MultiTaskTutorialDataset_246,Cn1cncc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032210,Test,4.44,4.11,MultiTaskTutorialDataset_246,4.44,True,4.668692590376343
MultiTaskTutorialDataset_247,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1nnc[nH]1,ASAP-0032212,Test,4.07,,MultiTaskTutorialDataset_247,4.07,True,4.577044534353181
MultiTaskTutorialDataset_248,Cn1cccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032218,Test,4.73,5.1,MultiTaskTutorialDataset_248,4.73,True,4.606050292668716
MultiTaskTutorialDataset_249,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1nccs1,ASAP-0032220,Test,4.31,4.55,MultiTaskTutorialDataset_249,4.31,True,4.62231343036823
MultiTaskTutorialDataset_250,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cc(Cl)ccc1F,ASAP-0032233,Test,5.01,6.3,MultiTaskTutorialDataset_250,5.01,True,4.650492991535537
MultiTaskTutorialDataset_251,CC(C)CC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032240,Test,4.7,4.94,MultiTaskTutorialDataset_251,4.7,True,4.6809482191630885
MultiTaskTutorialDataset_252,CC(C)CC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032241,Test,5.04,5.31,MultiTaskTutorialDataset_252,5.04,True,4.6809482191630885
MultiTaskTutorialDataset_253,C[C@H]1C[C@H](C)CN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032242,Test,4.95,4.28,MultiTaskTutorialDataset_253,4.95,False,4.745133733729741
MultiTaskTutorialDataset_254,CC(C)[C@]1(O)CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032246,Test,4.37,4.31,MultiTaskTutorialDataset_254,4.37,False,4.650964010176683
MultiTaskTutorialDataset_255,COc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1F,ASAP-0032252,Test,5.57,4.85,MultiTaskTutorialDataset_255,5.57,True,4.655909328664892
MultiTaskTutorialDataset_256,COc1ccccc1[C@H]1CC(C)(C)CCN1C(=O)Cc1cncc2ccccc12,ASAP-0032254,Test,6.31,6.46,MultiTaskTutorialDataset_256,6.31,True,4.88978458820126
MultiTaskTutorialDataset_257,C[C@H]1C[C@@H](C(C)(F)F)CCN1C(=O)Cc1cncc2ccccc12,ASAP-0032256,Test,5.14,5.9,MultiTaskTutorialDataset_257,5.14,True,4.8284395555830955
MultiTaskTutorialDataset_258,CC(C)(O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032257,Test,4.25,,MultiTaskTutorialDataset_258,4.25,True,4.630418221996796
MultiTaskTutorialDataset_259,C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)Cc2ccsc21,ASAP-0032260,Test,5.27,5.9,MultiTaskTutorialDataset_259,5.27,True,4.629212230359938
MultiTaskTutorialDataset_260,N#CC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032261,Test,4.47,4.83,MultiTaskTutorialDataset_260,4.47,True,4.671909418777157
MultiTaskTutorialDataset_261,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1C1CCC1,ASAP-0032264,Test,4.41,4.76,MultiTaskTutorialDataset_261,4.41,True,4.682095887970385
MultiTaskTutorialDataset_262,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1c(F)cccc1F,ASAP-0032266,Test,5.17,6.02,MultiTaskTutorialDataset_262,5.17,True,4.5678365116553685
MultiTaskTutorialDataset_263,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1nc2ccccc2o1,ASAP-0032269,Test,4.69,4.58,MultiTaskTutorialDataset_263,4.69,True,4.6403772687767795
MultiTaskTutorialDataset_264,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(F)c(Cl)c1,ASAP-0032271,Test,5.23,5.58,MultiTaskTutorialDataset_264,5.23,True,4.583414066578107
MultiTaskTutorialDataset_265,Cc1cc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)[nH]n1,ASAP-0032277,Test,4.92,4.41,MultiTaskTutorialDataset_265,4.92,True,4.754763258701797
MultiTaskTutorialDataset_266,O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCCC2)C1,ASAP-0032278,Test,4.56,4.85,MultiTaskTutorialDataset_266,4.56,True,4.631777240896282
MultiTaskTutorialDataset_267,O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCCC2)C1,ASAP-0032279,Test,5.2,5.58,MultiTaskTutorialDataset_267,5.2,True,4.631777240896282
MultiTaskTutorialDataset_268,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cc[nH]n1,ASAP-0032280,Test,4.58,4.38,MultiTaskTutorialDataset_268,4.58,True,4.719906493699141
MultiTaskTutorialDataset_269,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccon1,ASAP-0032282,Test,4.49,4.7,MultiTaskTutorialDataset_269,4.49,True,4.605825945009755
MultiTaskTutorialDataset_270,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cccc(F)c1,ASAP-0032285,Test,5.43,5.85,MultiTaskTutorialDataset_270,5.43,True,4.552993949258499
MultiTaskTutorialDataset_271,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(Cl)cc1,ASAP-0032289,Test,5.7,5.19,MultiTaskTutorialDataset_271,5.7,True,4.618916572323509
MultiTaskTutorialDataset_272,Cc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1,ASAP-0032292,Test,5.54,4.82,MultiTaskTutorialDataset_272,5.54,True,4.63614117094521
MultiTaskTutorialDataset_273,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(F)cn1,ASAP-0032295,Test,4.55,5.09,MultiTaskTutorialDataset_273,4.55,True,4.528276674015645
MultiTaskTutorialDataset_274,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccncn1,ASAP-0032300,Test,4.45,5.08,MultiTaskTutorialDataset_274,4.45,True,4.653549833484555
MultiTaskTutorialDataset_275,C[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)[C@H]1C,ASAP-0032312,Test,3.34,4.16,MultiTaskTutorialDataset_275,3.34,True,4.743995552315658
MultiTaskTutorialDataset_276,O=C(Cc1cncc2ccccc12)N1CCc2scnc2C12CCC2,ASAP-0032322,Test,5.56,6.75,MultiTaskTutorialDataset_276,5.56,True,4.534007929737621
MultiTaskTutorialDataset_277,C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032325,Test,4.26,,MultiTaskTutorialDataset_277,4.26,True,4.5736013553020385
MultiTaskTutorialDataset_278,C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032326,Test,4.27,,MultiTaskTutorialDataset_278,4.27,True,4.5736013553020385
MultiTaskTutorialDataset_279,C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032327,Test,4.21,4.06,MultiTaskTutorialDataset_279,4.21,True,4.5736013553020385
MultiTaskTutorialDataset_280,C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,ASAP-0032328,Test,4.15,4.1,MultiTaskTutorialDataset_280,4.15,True,4.5736013553020385
MultiTaskTutorialDataset_281,Cn1nccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032332,Test,4.63,4.42,MultiTaskTutorialDataset_281,4.63,True,4.63606238423656
MultiTaskTutorialDataset_282,CC(=O)NC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032340,Test,4.9,,MultiTaskTutorialDataset_282,4.9,True,4.647481085253556
MultiTaskTutorialDataset_283,Cn1nncc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032358,Test,3.9,4.15,MultiTaskTutorialDataset_283,3.9,True,4.651099757800713
MultiTaskTutorialDataset_284,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1ccc(Cl)cc1F,ASAP-0032364,Test,5.22,4.96,MultiTaskTutorialDataset_284,5.22,True,4.58939001357487
MultiTaskTutorialDataset_285,CC(=O)NC[C@@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032386,Test,4.87,,MultiTaskTutorialDataset_285,4.87,True,4.647481085253556
MultiTaskTutorialDataset_286,O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCCC[C@H]21,ASAP-0032402,Test,3.97,5.15,MultiTaskTutorialDataset_286,3.97,True,4.607551101509849
MultiTaskTutorialDataset_287,O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCCC[C@H]21,ASAP-0032403,Test,3.96,4.67,MultiTaskTutorialDataset_287,3.96,True,4.607551101509849
MultiTaskTutorialDataset_288,Cn1cnnc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,ASAP-0032406,Test,4.26,,MultiTaskTutorialDataset_288,4.26,True,4.63059919604519
MultiTaskTutorialDataset_289,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1c1cscn1,ASAP-0032546,Test,4.19,5.11,MultiTaskTutorialDataset_289,4.19,True,4.572657212467791
MultiTaskTutorialDataset_290,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,ASAP-0032559,Test,4.67,4.61,MultiTaskTutorialDataset_290,4.67,True,4.621644271880863
MultiTaskTutorialDataset_291,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,ASAP-0032560,Test,4.33,4.02,MultiTaskTutorialDataset_291,4.33,True,4.621644271880863
MultiTaskTutorialDataset_292,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,ASAP-0032561,Test,4.54,4.2,MultiTaskTutorialDataset_292,4.54,True,4.621644271880863
MultiTaskTutorialDataset_293,O=C(Cc1cncc2ccccc12)N1CCCC[C@H]1[C@H]1CCCO1,ASAP-0032562,Test,4.42,,MultiTaskTutorialDataset_293,4.42,True,4.621644271880863
MultiTaskTutorialDataset_294,O=C(Cc1cncc2ccccc12)N1CCC[C@H]2CCCC[C@@H]21,ASAP-0032572,Test,4.84,5.18,MultiTaskTutorialDataset_294,4.84,True,4.607551101509849
MultiTaskTutorialDataset_295,COc1ccccc1[C@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,ASAP-0032604,Test,5.53,5.59,MultiTaskTutorialDataset_295,5.53,True,5.0221013159819465
MultiTaskTutorialDataset_296,COc1ccccc1[C@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,ASAP-0032605,Test,5.47,5.77,MultiTaskTutorialDataset_296,5.47,True,5.0221013159819465
